Created as New Dataset,
345.0,100.04
344.0,100.05
343.0,100.03
342.0,100.01
341.0,100.01
340.0,100.04
339.0,100.05
338.0,100.05
337.0,100.05
336.0,100.09
335.0,100.06
334.0,99.99
333.0,100.06
332.0,100.05
331.0,100.01
330.0,100.06
329.0,100.07
328.0,100.03
327.0,100.07
326.0,100.07
325.0,100.01
324.0,99.98
323.0,100.03
322.0,100.05
321.0,100.03
320.0,100.04
319.0,100.00
318.0,99.98
317.0,100.01
316.0,99.98
315.0,99.97
314.0,100.00
313.0,100.05
312.0,100.04
311.0,99.96
310.0,100.00
309.0,100.01
308.0,100.00
307.0,100.03
306.0,100.00
305.0,99.99
304.0,99.98
303.0,100.00
302.0,99.99
301.0,99.99
300.0,100.00
299.0,99.97
298.0,100.00
297.0,100.01
296.0,99.98
295.0,99.99
294.0,99.98
293.0,99.97
292.0,100.00
291.0,100.00
290.0,99.98
289.0,99.98
288.0,99.96
287.0,99.95
286.0,99.99
285.0,99.99
284.0,99.98
283.0,100.01
282.0,99.97
281.0,99.97
280.0,99.97
279.0,99.98
278.0,99.92
277.0,99.94
276.0,99.96
275.0,99.93
274.0,99.96
273.0,99.94
272.0,99.90
271.0,99.92
270.0,99.93
269.0,99.92
268.0,99.92
267.0,99.93
266.0,99.94
265.0,99.94
264.0,99.92
263.0,99.94
262.0,99.95
261.0,99.93
260.0,99.92
259.0,99.94
258.0,99.91
257.0,99.89
256.0,99.92
255.0,99.94
254.0,99.93
253.0,99.91
252.0,99.92
251.0,99.89
250.0,99.91
249.0,99.86
248.0,99.91
247.0,99.89
246.0,99.88
245.0,99.87
244.0,99.85
243.0,99.88
242.0,99.86
241.0,99.88
240.0,99.84
239.0,99.86
238.0,99.87
237.0,99.82
236.0,99.86
235.0,99.85
234.0,99.82
233.0,99.83
232.0,99.84
231.0,99.83
230.0,99.84
229.0,99.84
228.0,99.83
227.0,99.82
226.0,99.83
225.0,99.78
224.0,99.79
223.0,99.78
222.0,99.80
221.0,99.78
220.0,99.78
219.0,99.77
218.0,99.75
217.0,99.72
216.0,99.72
215.0,99.68
214.0,99.69
213.0,99.68
212.0,99.70
211.0,99.69
210.0,99.69
209.0,99.64
208.0,99.64
207.0,99.66
206.0,99.62
205.0,99.59
204.0,99.60
203.0,99.59
202.0,99.57
201.0,99.53
200.0,99.57
199.0,99.53
198.0,99.49
197.0,99.42
196.0,99.36
195.0,99.31
194.0,99.17
193.0,99.11
192.0,98.91
191.0,98.72
190.0,98.24
