Created as New Dataset,
650.0,100.09
649.0,100.07
648.0,100.07
647.0,100.10
646.0,100.10
645.0,100.07
644.0,100.08
643.0,100.10
642.0,100.09
641.0,100.09
640.0,100.11
639.0,100.10
638.0,100.09
637.0,100.10
636.0,100.09
635.0,100.09
634.0,100.08
633.0,100.09
632.0,100.10
631.0,100.09
630.0,100.08
629.0,100.09
628.0,100.08
627.0,100.08
626.0,100.08
625.0,100.08
624.0,100.09
623.0,100.08
622.0,100.08
621.0,100.08
620.0,100.09
619.0,100.07
618.0,100.07
617.0,100.07
616.0,100.07
615.0,100.08
614.0,100.08
613.0,100.08
612.0,100.11
611.0,100.11
610.0,100.09
609.0,100.09
608.0,100.09
607.0,100.08
606.0,100.07
605.0,100.08
604.0,100.09
603.0,100.09
602.0,100.10
601.0,100.10
600.0,100.10
599.0,100.10
598.0,100.09
597.0,100.10
596.0,100.09
595.0,100.09
594.0,100.10
593.0,100.08
592.0,100.09
591.0,100.10
590.0,100.10
589.0,100.08
588.0,100.08
587.0,100.08
586.0,100.08
585.0,100.10
584.0,100.10
583.0,100.09
582.0,100.10
581.0,100.08
580.0,100.09
579.0,100.10
578.0,100.08
577.0,100.07
576.0,100.08
575.0,100.09
574.0,100.08
573.0,100.10
572.0,100.08
571.0,100.10
570.0,100.11
569.0,100.11
568.0,100.08
567.0,100.09
566.0,100.09
565.0,100.09
564.0,100.11
563.0,100.10
562.0,100.08
561.0,100.08
560.0,100.09
559.0,100.08
558.0,100.08
557.0,100.08
556.0,100.08
555.0,100.08
554.0,100.10
553.0,100.10
552.0,100.08
551.0,100.10
550.0,100.09
549.0,100.09
548.0,100.08
547.0,100.09
546.0,100.08
545.0,100.09
544.0,100.10
543.0,100.08
542.0,100.08
541.0,100.09
540.0,100.08
539.0,100.10
538.0,100.10
537.0,100.08
536.0,100.09
535.0,100.10
534.0,100.09
533.0,100.08
532.0,100.08
531.0,100.08
530.0,100.09
529.0,100.09
528.0,100.11
527.0,100.09
526.0,100.09
525.0,100.10
524.0,100.08
523.0,100.08
522.0,100.09
521.0,100.09
520.0,100.10
519.0,100.11
518.0,100.08
517.0,100.10
516.0,100.09
515.0,100.10
514.0,100.09
513.0,100.08
512.0,100.08
511.0,100.09
510.0,100.09
509.0,100.09
508.0,100.07
507.0,100.09
506.0,100.08
505.0,100.07
504.0,100.07
503.0,100.08
502.0,100.08
501.0,100.09
500.0,100.06
499.0,100.08
498.0,100.09
497.0,100.07
496.0,100.11
495.0,100.08
494.0,100.09
493.0,100.07
492.0,100.08
491.0,100.06
490.0,100.07
489.0,100.07
488.0,100.11
487.0,100.11
486.0,100.09
485.0,100.08
484.0,100.09
483.0,100.06
482.0,100.05
481.0,100.07
480.0,100.08
479.0,100.08
478.0,100.08
477.0,100.08
476.0,100.08
475.0,100.06
474.0,100.07
473.0,100.08
472.0,100.07
471.0,100.08
470.0,100.08
469.0,100.07
468.0,100.08
467.0,100.10
466.0,100.06
465.0,100.07
464.0,100.07
463.0,100.09
462.0,100.08
461.0,100.09
460.0,100.08
459.0,100.09
458.0,100.06
457.0,100.05
456.0,100.08
455.0,100.05
454.0,100.06
453.0,100.07
452.0,100.08
451.0,100.07
450.0,100.07
449.0,100.08
448.0,100.10
447.0,100.05
446.0,100.08
445.0,100.10
444.0,100.09
443.0,100.06
442.0,100.07
441.0,100.07
440.0,100.12
439.0,100.09
438.0,100.07
437.0,100.06
436.0,100.07
435.0,100.11
434.0,100.07
433.0,100.06
432.0,100.05
431.0,100.06
430.0,100.07
429.0,100.06
428.0,100.08
427.0,100.06
426.0,100.05
425.0,100.09
424.0,100.09
423.0,100.06
422.0,100.07
421.0,100.09
420.0,100.08
419.0,100.05
418.0,100.06
417.0,100.09
416.0,100.07
415.0,100.09
414.0,100.07
413.0,100.06
412.0,100.07
411.0,100.09
410.0,100.07
409.0,100.05
408.0,100.06
407.0,100.06
406.0,100.06
405.0,100.06
404.0,100.06
403.0,100.07
402.0,100.06
401.0,100.05
400.0,100.08
399.0,100.06
398.0,100.08
397.0,100.07
396.0,100.07
395.0,100.09
394.0,100.08
393.0,100.06
392.0,100.04
391.0,100.06
390.0,100.09
389.0,100.09
388.0,100.08
387.0,100.08
386.0,100.07
385.0,100.07
384.0,100.09
383.0,100.07
382.0,100.04
381.0,100.03
380.0,100.04
379.0,100.03
378.0,100.04
377.0,100.06
376.0,100.02
375.0,100.04
374.0,100.09
373.0,100.09
372.0,100.05
371.0,100.05
370.0,100.07
369.0,100.10
368.0,100.10
367.0,100.04
366.0,99.99
365.0,100.04
364.0,100.08
363.0,100.08
362.0,100.06
361.0,100.05
360.0,100.08
359.0,100.09
358.0,100.10
357.0,100.11
356.0,100.08
355.0,100.05
354.0,100.04
353.0,100.03
352.0,100.03
351.0,100.03
350.0,100.03
349.0,100.04
348.0,100.07
347.0,100.09
346.0,100.10
345.0,100.05
344.0,100.03
343.0,100.05
342.0,100.05
341.0,100.01
340.0,100.01
339.0,100.03
338.0,100.05
337.0,100.07
336.0,100.10
335.0,100.09
334.0,100.06
333.0,100.09
332.0,100.06
331.0,100.00
330.0,100.03
329.0,100.04
328.0,100.02
327.0,100.08
326.0,100.07
325.0,100.06
324.0,100.00
323.0,100.02
322.0,100.06
321.0,100.02
320.0,100.01
319.0,100.02
318.0,100.00
317.0,100.03
316.0,100.00
315.0,99.96
314.0,100.00
313.0,100.01
312.0,100.03
311.0,100.00
310.0,100.04
309.0,100.03
308.0,100.02
307.0,100.03
306.0,100.00
305.0,100.02
304.0,100.00
303.0,100.01
302.0,100.04
301.0,100.01
300.0,99.98
299.0,100.00
298.0,100.01
297.0,100.03
296.0,99.99
295.0,100.02
294.0,100.00
293.0,99.98
292.0,99.99
291.0,99.97
290.0,99.99
289.0,99.99
288.0,99.97
287.0,99.97
286.0,100.00
285.0,100.01
284.0,99.95
283.0,99.98
282.0,99.97
281.0,99.98
280.0,99.98
279.0,99.97
278.0,99.95
277.0,99.96
276.0,99.97
275.0,99.96
274.0,99.97
273.0,99.96
272.0,99.97
271.0,99.93
270.0,99.93
269.0,99.92
268.0,99.94
267.0,99.93
266.0,99.95
265.0,99.94
264.0,99.93
263.0,99.94
262.0,99.93
261.0,99.92
260.0,99.94
259.0,99.95
258.0,99.96
257.0,99.92
256.0,99.93
255.0,99.95
254.0,99.92
253.0,99.91
252.0,99.90
251.0,99.88
250.0,99.91
249.0,99.91
248.0,99.92
247.0,99.91
246.0,99.89
245.0,99.91
244.0,99.89
243.0,99.87
242.0,99.87
241.0,99.89
240.0,99.87
239.0,99.88
238.0,99.86
237.0,99.84
236.0,99.87
235.0,99.86
234.0,99.85
233.0,99.85
232.0,99.85
231.0,99.86
230.0,99.84
229.0,99.83
228.0,99.83
227.0,99.84
226.0,99.85
225.0,99.81
224.0,99.81
223.0,99.78
222.0,99.81
221.0,99.80
220.0,99.78
219.0,99.79
218.0,99.76
217.0,99.77
216.0,99.74
215.0,99.71
214.0,99.73
213.0,99.72
212.0,99.74
211.0,99.73
210.0,99.70
209.0,99.66
208.0,99.65
207.0,99.69
206.0,99.62
205.0,99.60
204.0,99.62
203.0,99.61
202.0,99.58
201.0,99.53
200.0,99.57
199.0,99.55
198.0,99.51
197.0,99.46
196.0,99.42
195.0,99.36
194.0,99.21
193.0,99.09
192.0,98.93
191.0,98.71
190.0,98.24
