Created as New Dataset,
445.0,100.11
444.0,100.11
443.0,100.06
442.0,100.03
441.0,100.06
440.0,100.08
439.0,100.09
438.0,100.09
437.0,100.07
436.0,100.07
435.0,100.08
434.0,100.06
433.0,100.06
432.0,100.05
431.0,100.06
430.0,100.05
429.0,100.06
428.0,100.06
427.0,100.08
426.0,100.06
425.0,100.06
424.0,100.07
423.0,100.05
422.0,100.06
421.0,100.07
420.0,100.06
419.0,100.05
418.0,100.08
417.0,100.08
416.0,100.07
415.0,100.08
414.0,100.08
413.0,100.07
412.0,100.08
411.0,100.09
410.0,100.08
409.0,100.06
408.0,100.05
407.0,100.08
406.0,100.07
405.0,100.06
404.0,100.06
403.0,100.07
402.0,100.04
401.0,100.02
400.0,100.05
399.0,100.08
398.0,100.08
397.0,100.08
396.0,100.09
395.0,100.09
394.0,100.08
393.0,100.09
392.0,100.07
391.0,100.06
390.0,100.07
389.0,100.08
388.0,100.09
387.0,100.08
386.0,100.07
385.0,100.07
384.0,100.06
383.0,100.04
382.0,100.02
381.0,100.03
380.0,100.05
379.0,100.04
378.0,100.04
377.0,100.06
376.0,100.03
375.0,100.05
374.0,100.13
373.0,100.11
372.0,100.08
371.0,100.07
370.0,100.07
369.0,100.08
368.0,100.11
367.0,100.08
366.0,100.02
365.0,100.05
364.0,100.10
363.0,100.10
362.0,100.07
361.0,100.06
360.0,100.09
359.0,100.09
358.0,100.08
357.0,100.09
356.0,100.05
355.0,100.04
354.0,100.04
353.0,100.04
352.0,100.04
351.0,100.05
350.0,100.02
349.0,100.02
348.0,100.05
347.0,100.07
346.0,100.08
345.0,100.01
344.0,100.00
343.0,100.04
342.0,100.03
341.0,100.04
340.0,100.04
339.0,100.04
338.0,100.06
337.0,100.07
336.0,100.11
335.0,100.07
334.0,100.04
333.0,100.09
332.0,100.05
331.0,100.04
330.0,100.08
329.0,100.06
328.0,100.03
327.0,100.07
326.0,100.05
325.0,100.03
324.0,99.99
323.0,100.00
322.0,100.04
321.0,100.04
320.0,100.05
319.0,100.01
318.0,100.00
317.0,100.04
316.0,100.01
315.0,100.00
314.0,100.02
313.0,100.04
312.0,100.04
311.0,99.99
310.0,100.00
309.0,100.00
308.0,100.01
307.0,100.04
306.0,100.03
305.0,100.04
304.0,100.03
303.0,100.04
302.0,99.99
301.0,100.01
300.0,100.00
299.0,99.97
298.0,100.00
297.0,99.98
296.0,99.97
295.0,100.01
294.0,100.00
293.0,99.97
292.0,99.98
291.0,99.99
290.0,99.98
289.0,99.97
288.0,99.97
287.0,99.96
286.0,100.00
285.0,100.01
284.0,99.99
283.0,100.00
282.0,99.97
281.0,99.97
280.0,99.99
279.0,99.97
278.0,99.95
277.0,99.99
276.0,99.98
275.0,99.93
274.0,99.97
273.0,99.96
272.0,99.95
271.0,99.94
270.0,99.95
269.0,99.92
268.0,99.93
267.0,99.93
266.0,99.97
265.0,99.95
264.0,99.93
263.0,99.92
262.0,99.94
261.0,99.92
260.0,99.92
259.0,99.93
258.0,99.92
257.0,99.90
256.0,99.94
255.0,99.91
254.0,99.93
253.0,99.88
252.0,99.90
251.0,99.91
250.0,99.91
249.0,99.89
248.0,99.91
247.0,99.89
246.0,99.91
245.0,99.90
244.0,99.88
243.0,99.88
242.0,99.90
241.0,99.89
240.0,99.86
239.0,99.86
238.0,99.88
237.0,99.84
236.0,99.87
235.0,99.87
234.0,99.85
233.0,99.82
232.0,99.86
231.0,99.84
230.0,99.81
229.0,99.84
228.0,99.83
227.0,99.84
226.0,99.82
225.0,99.81
224.0,99.79
223.0,99.79
222.0,99.81
221.0,99.78
220.0,99.81
219.0,99.79
218.0,99.74
217.0,99.77
216.0,99.73
215.0,99.69
214.0,99.70
213.0,99.72
212.0,99.71
211.0,99.73
210.0,99.70
209.0,99.65
208.0,99.63
207.0,99.65
206.0,99.62
205.0,99.59
204.0,99.63
203.0,99.62
202.0,99.58
201.0,99.54
200.0,99.56
199.0,99.53
198.0,99.49
197.0,99.45
196.0,99.39
195.0,99.33
194.0,99.17
193.0,99.09
192.0,98.91
191.0,98.71
190.0,98.23
