Created as New Dataset,
607.0,100.05
606.0,100.08
605.0,100.08
604.0,100.08
603.0,100.08
602.0,100.08
601.0,100.08
600.0,100.08
599.0,100.06
598.0,100.07
597.0,100.08
596.0,100.08
595.0,100.07
594.0,100.07
593.0,100.08
592.0,100.09
591.0,100.09
590.0,100.09
589.0,100.07
588.0,100.06
587.0,100.06
586.0,100.06
585.0,100.08
584.0,100.08
583.0,100.08
582.0,100.09
581.0,100.08
580.0,100.08
579.0,100.08
578.0,100.08
577.0,100.07
576.0,100.07
575.0,100.08
574.0,100.08
573.0,100.07
572.0,100.07
571.0,100.11
570.0,100.09
569.0,100.10
568.0,100.08
567.0,100.09
566.0,100.08
565.0,100.08
564.0,100.09
563.0,100.09
562.0,100.06
561.0,100.07
560.0,100.07
559.0,100.07
558.0,100.08
557.0,100.07
556.0,100.06
555.0,100.07
554.0,100.08
553.0,100.08
552.0,100.08
551.0,100.07
550.0,100.06
549.0,100.06
548.0,100.07
547.0,100.08
546.0,100.07
545.0,100.07
544.0,100.07
543.0,100.07
542.0,100.05
541.0,100.08
540.0,100.07
539.0,100.07
538.0,100.08
537.0,100.06
536.0,100.07
535.0,100.07
534.0,100.06
533.0,100.08
532.0,100.10
531.0,100.07
530.0,100.09
529.0,100.08
528.0,100.09
527.0,100.10
526.0,100.08
525.0,100.08
524.0,100.07
523.0,100.08
522.0,100.08
521.0,100.07
520.0,100.07
519.0,100.09
518.0,100.07
517.0,100.10
516.0,100.08
515.0,100.09
514.0,100.07
513.0,100.07
512.0,100.07
511.0,100.08
510.0,100.08
509.0,100.08
508.0,100.08
507.0,100.06
506.0,100.05
505.0,100.07
504.0,100.06
503.0,100.06
502.0,100.06
501.0,100.08
500.0,100.08
499.0,100.07
498.0,100.07
497.0,100.06
496.0,100.06
495.0,100.05
494.0,100.09
493.0,100.07
492.0,100.06
491.0,100.09
490.0,100.05
489.0,100.05
488.0,100.09
487.0,100.06
486.0,100.06
485.0,100.06
484.0,100.08
483.0,100.05
482.0,100.06
481.0,100.06
480.0,100.08
479.0,100.07
478.0,100.09
477.0,100.07
476.0,100.07
475.0,100.06
474.0,100.07
473.0,100.08
472.0,100.06
471.0,100.07
470.0,100.07
469.0,100.07
468.0,100.07
467.0,100.07
466.0,100.06
465.0,100.07
464.0,100.06
463.0,100.07
462.0,100.08
461.0,100.07
460.0,100.08
459.0,100.08
458.0,100.07
457.0,100.05
456.0,100.09
455.0,100.08
454.0,100.06
453.0,100.07
452.0,100.08
451.0,100.08
450.0,100.07
449.0,100.05
448.0,100.08
447.0,100.05
446.0,100.08
445.0,100.09
444.0,100.08
443.0,100.04
442.0,100.05
441.0,100.07
440.0,100.08
439.0,100.07
438.0,100.05
437.0,100.05
436.0,100.05
435.0,100.09
434.0,100.06
433.0,100.07
432.0,100.05
431.0,100.02
430.0,100.06
429.0,100.06
428.0,100.06
427.0,100.06
426.0,100.06
425.0,100.08
424.0,100.08
423.0,100.07
422.0,100.05
421.0,100.07
420.0,100.06
419.0,100.06
418.0,100.08
417.0,100.07
416.0,100.03
415.0,100.05
414.0,100.07
413.0,100.07
412.0,100.08
411.0,100.08
410.0,100.06
409.0,100.05
408.0,100.06
407.0,100.07
406.0,100.05
405.0,100.03
404.0,100.06
403.0,100.08
402.0,100.05
401.0,100.05
400.0,100.08
399.0,100.06
398.0,100.08
397.0,100.09
396.0,100.09
395.0,100.09
394.0,100.08
393.0,100.08
392.0,100.05
391.0,100.05
390.0,100.06
389.0,100.07
388.0,100.05
387.0,100.05
386.0,100.06
385.0,100.06
384.0,100.05
383.0,100.04
382.0,100.02
381.0,100.02
380.0,100.04
379.0,100.06
378.0,100.07
377.0,100.06
376.0,100.03
375.0,100.06
374.0,100.10
373.0,100.07
372.0,100.03
371.0,100.05
370.0,100.02
369.0,100.03
368.0,100.08
367.0,100.05
366.0,100.00
365.0,100.04
364.0,100.09
363.0,100.09
362.0,100.06
361.0,100.03
360.0,100.07
359.0,100.09
358.0,100.07
357.0,100.05
356.0,100.04
355.0,100.05
354.0,100.04
353.0,100.02
352.0,100.02
351.0,100.03
350.0,100.03
349.0,100.03
348.0,100.03
347.0,100.05
346.0,100.05
345.0,100.00
344.0,100.00
343.0,100.03
342.0,100.06
341.0,100.03
340.0,100.02
339.0,100.04
338.0,100.05
337.0,100.08
336.0,100.07
335.0,100.04
334.0,100.03
333.0,100.05
332.0,100.05
331.0,100.01
330.0,100.02
329.0,100.05
328.0,100.06
327.0,100.08
326.0,100.06
325.0,100.04
324.0,100.01
323.0,100.04
322.0,100.05
321.0,100.04
320.0,100.02
319.0,100.01
318.0,99.97
317.0,99.99
316.0,99.98
315.0,99.97
314.0,100.00
313.0,100.01
312.0,100.02
311.0,99.99
310.0,100.00
309.0,99.99
308.0,100.01
307.0,100.04
306.0,100.03
305.0,99.99
304.0,100.00
303.0,100.02
302.0,100.01
301.0,100.00
300.0,99.99
299.0,99.97
298.0,99.99
297.0,99.99
296.0,99.97
295.0,100.01
294.0,99.98
293.0,99.95
292.0,99.97
291.0,99.97
290.0,99.97
289.0,99.96
288.0,99.97
287.0,99.99
286.0,99.97
285.0,99.99
284.0,100.02
283.0,99.98
282.0,99.97
281.0,99.96
280.0,99.94
279.0,99.97
278.0,99.93
277.0,99.95
276.0,99.97
275.0,99.93
274.0,99.96
273.0,99.96
272.0,99.94
271.0,99.90
270.0,99.94
269.0,99.90
268.0,99.95
267.0,99.92
266.0,99.95
265.0,99.94
264.0,99.93
263.0,99.93
262.0,99.93
261.0,99.95
260.0,99.94
259.0,99.92
258.0,99.91
257.0,99.91
256.0,99.91
255.0,99.92
254.0,99.93
253.0,99.88
252.0,99.91
251.0,99.90
250.0,99.93
249.0,99.89
248.0,99.91
247.0,99.87
246.0,99.89
245.0,99.90
244.0,99.87
243.0,99.88
242.0,99.86
241.0,99.86
240.0,99.87
239.0,99.86
238.0,99.86
237.0,99.82
236.0,99.89
235.0,99.86
234.0,99.83
233.0,99.84
232.0,99.86
231.0,99.84
230.0,99.84
229.0,99.83
228.0,99.82
227.0,99.84
226.0,99.80
225.0,99.81
224.0,99.78
223.0,99.79
222.0,99.78
221.0,99.80
220.0,99.77
219.0,99.76
218.0,99.74
217.0,99.73
216.0,99.71
215.0,99.69
214.0,99.70
213.0,99.70
212.0,99.71
211.0,99.71
210.0,99.69
209.0,99.65
208.0,99.65
207.0,99.66
206.0,99.62
205.0,99.57
204.0,99.61
203.0,99.64
202.0,99.57
201.0,99.53
200.0,99.56
199.0,99.53
198.0,99.49
197.0,99.46
196.0,99.39
195.0,99.33
194.0,99.18
193.0,99.09
192.0,98.90
191.0,98.68
190.0,98.20
