Created as New Dataset,
345.0,100.02
344.0,99.97
343.0,99.98
342.0,100.00
341.0,100.01
340.0,100.00
339.0,100.02
338.0,100.03
337.0,100.02
336.0,100.09
335.0,100.10
334.0,100.05
333.0,100.09
332.0,100.06
331.0,99.99
330.0,100.03
329.0,100.04
328.0,100.02
327.0,100.05
326.0,100.05
325.0,100.00
324.0,99.99
323.0,100.00
322.0,100.05
321.0,100.04
320.0,100.01
319.0,99.99
318.0,100.02
317.0,100.02
316.0,100.00
315.0,99.99
314.0,100.01
313.0,100.03
312.0,99.99
311.0,99.95
310.0,99.97
309.0,99.99
308.0,99.99
307.0,100.03
306.0,100.03
305.0,100.02
304.0,99.96
303.0,99.98
302.0,100.03
301.0,100.02
300.0,100.01
299.0,99.97
298.0,100.00
297.0,100.01
296.0,99.97
295.0,99.99
294.0,99.96
293.0,99.96
292.0,100.00
291.0,99.98
290.0,100.01
289.0,100.01
288.0,99.95
287.0,99.99
286.0,99.99
285.0,100.01
284.0,99.98
283.0,99.98
282.0,99.94
281.0,99.96
280.0,99.95
279.0,99.96
278.0,99.97
277.0,99.99
276.0,99.96
275.0,99.92
274.0,99.97
273.0,99.94
272.0,99.94
271.0,99.92
270.0,99.94
269.0,99.93
268.0,99.94
267.0,99.93
266.0,99.95
265.0,99.95
264.0,99.92
263.0,99.93
262.0,99.93
261.0,99.92
260.0,99.93
259.0,99.93
258.0,99.93
257.0,99.90
256.0,99.92
255.0,99.93
254.0,99.91
253.0,99.90
252.0,99.91
251.0,99.89
250.0,99.91
249.0,99.88
248.0,99.91
247.0,99.89
246.0,99.90
245.0,99.91
244.0,99.88
243.0,99.91
242.0,99.88
241.0,99.86
240.0,99.89
239.0,99.86
238.0,99.87
237.0,99.81
236.0,99.87
235.0,99.86
234.0,99.86
233.0,99.83
232.0,99.84
231.0,99.85
230.0,99.86
229.0,99.83
228.0,99.81
227.0,99.81
226.0,99.83
225.0,99.80
224.0,99.78
223.0,99.79
222.0,99.79
221.0,99.79
220.0,99.77
219.0,99.78
218.0,99.76
217.0,99.73
216.0,99.73
215.0,99.71
214.0,99.73
213.0,99.71
212.0,99.71
211.0,99.70
210.0,99.69
209.0,99.65
208.0,99.63
207.0,99.68
206.0,99.64
205.0,99.61
204.0,99.62
203.0,99.60
202.0,99.59
201.0,99.54
200.0,99.58
199.0,99.54
198.0,99.53
197.0,99.48
196.0,99.39
195.0,99.35
194.0,99.19
193.0,99.14
192.0,98.93
191.0,98.76
190.0,98.29
