Created as New Dataset,
395.0,100.08
394.0,100.08
393.0,100.06
392.0,100.06
391.0,100.06
390.0,100.07
389.0,100.07
388.0,100.07
387.0,100.06
386.0,100.05
385.0,100.07
384.0,100.06
383.0,100.04
382.0,100.04
381.0,100.04
380.0,100.03
379.0,100.04
378.0,100.08
377.0,100.09
376.0,100.06
375.0,100.06
374.0,100.13
373.0,100.10
372.0,100.04
371.0,100.05
370.0,100.05
369.0,100.07
368.0,100.09
367.0,100.06
366.0,100.05
365.0,100.08
364.0,100.08
363.0,100.06
362.0,100.05
361.0,100.05
360.0,100.05
359.0,100.06
358.0,100.05
357.0,100.03
356.0,100.02
355.0,100.03
354.0,100.04
353.0,100.06
352.0,100.06
351.0,100.05
350.0,100.03
349.0,100.01
348.0,100.03
347.0,100.05
346.0,100.08
345.0,100.03
344.0,100.04
343.0,100.06
342.0,100.04
341.0,100.01
340.0,100.02
339.0,100.05
338.0,100.04
337.0,100.05
336.0,100.07
335.0,100.07
334.0,100.07
333.0,100.08
332.0,100.03
331.0,100.02
330.0,100.09
329.0,100.09
328.0,100.03
327.0,100.07
326.0,100.05
325.0,100.01
324.0,100.01
323.0,100.02
322.0,100.06
321.0,100.07
320.0,100.04
319.0,100.03
318.0,100.02
317.0,100.01
316.0,100.02
315.0,99.99
314.0,99.99
313.0,100.04
312.0,100.06
311.0,99.97
310.0,99.98
309.0,100.01
308.0,100.03
307.0,100.07
306.0,100.03
305.0,100.02
304.0,99.99
303.0,100.02
302.0,100.00
301.0,100.00
300.0,100.02
299.0,99.97
298.0,99.99
297.0,100.04
296.0,100.00
295.0,99.98
294.0,100.00
293.0,100.00
292.0,100.02
291.0,99.98
290.0,100.01
289.0,100.00
288.0,99.95
287.0,99.97
286.0,99.99
285.0,99.99
284.0,99.99
283.0,99.96
282.0,99.94
281.0,99.97
280.0,99.95
279.0,99.96
278.0,99.95
277.0,99.98
276.0,99.95
275.0,99.94
274.0,99.95
273.0,99.94
272.0,99.92
271.0,99.93
270.0,99.94
269.0,99.92
268.0,99.96
267.0,99.94
266.0,99.93
265.0,99.93
264.0,99.92
263.0,99.96
262.0,99.94
261.0,99.95
260.0,99.94
259.0,99.92
258.0,99.93
257.0,99.91
256.0,99.93
255.0,99.93
254.0,99.91
253.0,99.90
252.0,99.89
251.0,99.87
250.0,99.91
249.0,99.91
248.0,99.91
247.0,99.88
246.0,99.92
245.0,99.90
244.0,99.87
243.0,99.91
242.0,99.90
241.0,99.89
240.0,99.86
239.0,99.86
238.0,99.88
237.0,99.84
236.0,99.88
235.0,99.86
234.0,99.87
233.0,99.84
232.0,99.86
231.0,99.84
230.0,99.84
229.0,99.84
228.0,99.81
227.0,99.82
226.0,99.81
225.0,99.78
224.0,99.76
223.0,99.80
222.0,99.78
221.0,99.78
220.0,99.77
219.0,99.78
218.0,99.76
217.0,99.74
216.0,99.72
215.0,99.73
214.0,99.72
213.0,99.68
212.0,99.72
211.0,99.70
210.0,99.67
209.0,99.63
208.0,99.64
207.0,99.66
206.0,99.64
205.0,99.59
204.0,99.63
203.0,99.63
202.0,99.58
201.0,99.51
200.0,99.55
199.0,99.54
198.0,99.48
197.0,99.44
196.0,99.38
195.0,99.32
194.0,99.20
193.0,99.08
192.0,98.92
191.0,98.69
190.0,98.24
