Created as New Dataset,
650.0,100.09
649.0,100.08
648.0,100.07
647.0,100.09
646.0,100.09
645.0,100.09
644.0,100.08
643.0,100.08
642.0,100.07
641.0,100.07
640.0,100.09
639.0,100.08
638.0,100.07
637.0,100.07
636.0,100.08
635.0,100.08
634.0,100.08
633.0,100.10
632.0,100.10
631.0,100.07
630.0,100.06
629.0,100.07
628.0,100.08
627.0,100.10
626.0,100.07
625.0,100.06
624.0,100.07
623.0,100.07
622.0,100.07
621.0,100.07
620.0,100.08
619.0,100.07
618.0,100.06
617.0,100.07
616.0,100.07
615.0,100.08
614.0,100.08
613.0,100.09
612.0,100.10
611.0,100.09
610.0,100.08
609.0,100.08
608.0,100.07
607.0,100.08
606.0,100.08
605.0,100.09
604.0,100.09
603.0,100.09
602.0,100.08
601.0,100.07
600.0,100.08
599.0,100.08
598.0,100.07
597.0,100.07
596.0,100.08
595.0,100.07
594.0,100.08
593.0,100.08
592.0,100.09
591.0,100.08
590.0,100.07
589.0,100.06
588.0,100.06
587.0,100.05
586.0,100.06
585.0,100.09
584.0,100.08
583.0,100.07
582.0,100.09
581.0,100.08
580.0,100.08
579.0,100.08
578.0,100.10
577.0,100.07
576.0,100.07
575.0,100.08
574.0,100.07
573.0,100.07
572.0,100.08
571.0,100.10
570.0,100.08
569.0,100.10
568.0,100.08
567.0,100.08
566.0,100.09
565.0,100.09
564.0,100.10
563.0,100.09
562.0,100.08
561.0,100.08
560.0,100.09
559.0,100.08
558.0,100.09
557.0,100.08
556.0,100.09
555.0,100.09
554.0,100.10
553.0,100.08
552.0,100.07
551.0,100.07
550.0,100.07
549.0,100.08
548.0,100.10
547.0,100.08
546.0,100.06
545.0,100.07
544.0,100.09
543.0,100.07
542.0,100.07
541.0,100.08
540.0,100.07
539.0,100.09
538.0,100.08
537.0,100.06
536.0,100.08
535.0,100.09
534.0,100.07
533.0,100.08
532.0,100.09
531.0,100.08
530.0,100.07
529.0,100.07
528.0,100.11
527.0,100.10
526.0,100.09
525.0,100.09
524.0,100.07
523.0,100.09
522.0,100.08
521.0,100.06
520.0,100.07
519.0,100.09
518.0,100.09
517.0,100.08
516.0,100.09
515.0,100.10
514.0,100.08
513.0,100.09
512.0,100.09
511.0,100.07
510.0,100.08
509.0,100.07
508.0,100.07
507.0,100.08
506.0,100.08
505.0,100.08
504.0,100.08
503.0,100.06
502.0,100.08
501.0,100.08
500.0,100.07
499.0,100.07
498.0,100.09
497.0,100.07
496.0,100.09
495.0,100.07
494.0,100.09
493.0,100.07
492.0,100.05
491.0,100.07
490.0,100.04
489.0,100.08
488.0,100.10
487.0,100.06
486.0,100.08
485.0,100.08
484.0,100.09
483.0,100.08
482.0,100.08
481.0,100.07
480.0,100.07
479.0,100.09
478.0,100.09
477.0,100.07
476.0,100.07
475.0,100.07
474.0,100.07
473.0,100.07
472.0,100.07
471.0,100.09
470.0,100.08
469.0,100.06
468.0,100.06
467.0,100.08
466.0,100.07
465.0,100.06
464.0,100.06
463.0,100.07
462.0,100.08
461.0,100.10
460.0,100.08
459.0,100.08
458.0,100.06
457.0,100.05
456.0,100.07
455.0,100.05
454.0,100.07
453.0,100.08
452.0,100.08
451.0,100.06
450.0,100.08
449.0,100.07
448.0,100.10
447.0,100.04
446.0,100.08
445.0,100.07
444.0,100.10
443.0,100.07
442.0,100.07
441.0,100.08
440.0,100.08
439.0,100.06
438.0,100.04
437.0,100.06
436.0,100.06
435.0,100.08
434.0,100.05
433.0,100.06
432.0,100.05
431.0,100.06
430.0,100.06
429.0,100.06
428.0,100.07
427.0,100.05
426.0,100.06
425.0,100.07
424.0,100.08
423.0,100.08
422.0,100.06
421.0,100.07
420.0,100.05
419.0,100.05
418.0,100.08
417.0,100.08
416.0,100.06
415.0,100.06
414.0,100.08
413.0,100.08
412.0,100.08
411.0,100.07
410.0,100.06
409.0,100.04
408.0,100.03
407.0,100.05
406.0,100.06
405.0,100.06
404.0,100.07
403.0,100.06
402.0,100.05
401.0,100.05
400.0,100.06
399.0,100.04
398.0,100.05
397.0,100.08
396.0,100.09
395.0,100.10
394.0,100.07
393.0,100.05
392.0,100.04
391.0,100.06
390.0,100.07
389.0,100.08
388.0,100.07
387.0,100.06
386.0,100.03
385.0,100.04
384.0,100.06
383.0,100.03
382.0,100.01
381.0,100.04
380.0,100.07
379.0,100.06
378.0,100.06
377.0,100.05
376.0,100.04
375.0,100.07
374.0,100.10
373.0,100.10
372.0,100.06
371.0,100.04
370.0,100.04
369.0,100.05
368.0,100.08
367.0,100.08
366.0,100.03
365.0,100.03
364.0,100.09
363.0,100.11
362.0,100.09
361.0,100.04
360.0,100.07
359.0,100.09
358.0,100.08
357.0,100.08
356.0,100.04
355.0,100.02
354.0,100.03
353.0,100.05
352.0,100.06
351.0,100.05
350.0,100.03
349.0,100.01
348.0,100.03
347.0,100.06
346.0,100.09
345.0,100.04
344.0,99.99
343.0,100.01
342.0,100.06
341.0,100.05
340.0,100.03
339.0,100.01
338.0,100.01
337.0,100.04
336.0,100.07
335.0,100.06
334.0,100.07
333.0,100.09
332.0,100.05
331.0,100.02
330.0,100.04
329.0,100.02
328.0,100.01
327.0,100.06
326.0,100.07
325.0,100.05
324.0,99.99
323.0,100.00
322.0,100.02
321.0,100.02
320.0,100.04
319.0,100.02
318.0,100.00
317.0,100.03
316.0,100.00
315.0,99.96
314.0,99.98
313.0,100.00
312.0,100.03
311.0,99.96
310.0,99.96
309.0,99.99
308.0,100.01
307.0,100.04
306.0,100.03
305.0,100.01
304.0,99.99
303.0,100.03
302.0,100.02
301.0,99.99
300.0,99.99
299.0,99.99
298.0,99.99
297.0,100.04
296.0,100.01
295.0,99.99
294.0,99.99
293.0,99.97
292.0,99.98
291.0,99.98
290.0,99.99
289.0,99.96
288.0,99.95
287.0,99.97
286.0,99.98
285.0,99.99
284.0,100.01
283.0,99.99
282.0,99.94
281.0,99.94
280.0,99.96
279.0,99.96
278.0,99.97
277.0,99.97
276.0,99.96
275.0,99.93
274.0,99.96
273.0,99.97
272.0,99.95
271.0,99.92
270.0,99.94
269.0,99.95
268.0,99.93
267.0,99.92
266.0,99.96
265.0,99.93
264.0,99.91
263.0,99.94
262.0,99.95
261.0,99.95
260.0,99.92
259.0,99.93
258.0,99.92
257.0,99.90
256.0,99.92
255.0,99.94
254.0,99.93
253.0,99.91
252.0,99.91
251.0,99.90
250.0,99.92
249.0,99.89
248.0,99.90
247.0,99.88
246.0,99.90
245.0,99.89
244.0,99.88
243.0,99.90
242.0,99.88
241.0,99.88
240.0,99.86
239.0,99.86
238.0,99.88
237.0,99.85
236.0,99.85
235.0,99.86
234.0,99.84
233.0,99.83
232.0,99.86
231.0,99.84
230.0,99.83
229.0,99.85
228.0,99.82
227.0,99.82
226.0,99.81
225.0,99.78
224.0,99.77
223.0,99.79
222.0,99.79
221.0,99.79
220.0,99.80
219.0,99.77
218.0,99.72
217.0,99.72
216.0,99.69
215.0,99.69
214.0,99.71
213.0,99.70
212.0,99.70
211.0,99.69
210.0,99.71
209.0,99.65
208.0,99.64
207.0,99.68
206.0,99.65
205.0,99.59
204.0,99.63
203.0,99.63
202.0,99.57
201.0,99.54
200.0,99.56
199.0,99.53
198.0,99.52
197.0,99.44
196.0,99.39
195.0,99.30
194.0,99.16
193.0,99.10
192.0,98.90
191.0,98.70
190.0,98.21
