Created as New Dataset,
626.0,100.09
625.0,100.07
624.0,100.07
623.0,100.08
622.0,100.08
621.0,100.07
620.0,100.07
619.0,100.08
618.0,100.07
617.0,100.07
616.0,100.06
615.0,100.05
614.0,100.06
613.0,100.07
612.0,100.08
611.0,100.09
610.0,100.09
609.0,100.10
608.0,100.08
607.0,100.06
606.0,100.09
605.0,100.08
604.0,100.09
603.0,100.06
602.0,100.08
601.0,100.09
600.0,100.09
599.0,100.07
598.0,100.07
597.0,100.07
596.0,100.09
595.0,100.08
594.0,100.09
593.0,100.08
592.0,100.09
591.0,100.09
590.0,100.06
589.0,100.06
588.0,100.08
587.0,100.07
586.0,100.06
585.0,100.08
584.0,100.08
583.0,100.06
582.0,100.08
581.0,100.08
580.0,100.08
579.0,100.09
578.0,100.08
577.0,100.07
576.0,100.06
575.0,100.07
574.0,100.07
573.0,100.08
572.0,100.08
571.0,100.11
570.0,100.08
569.0,100.11
568.0,100.08
567.0,100.06
566.0,100.08
565.0,100.09
564.0,100.11
563.0,100.10
562.0,100.08
561.0,100.07
560.0,100.08
559.0,100.08
558.0,100.08
557.0,100.08
556.0,100.07
555.0,100.07
554.0,100.07
553.0,100.07
552.0,100.06
551.0,100.06
550.0,100.07
549.0,100.08
548.0,100.08
547.0,100.08
546.0,100.07
545.0,100.07
544.0,100.09
543.0,100.07
542.0,100.08
541.0,100.09
540.0,100.07
539.0,100.10
538.0,100.09
537.0,100.05
536.0,100.07
535.0,100.09
534.0,100.09
533.0,100.08
532.0,100.07
531.0,100.07
530.0,100.09
529.0,100.06
528.0,100.09
527.0,100.09
526.0,100.08
525.0,100.08
524.0,100.07
523.0,100.09
522.0,100.08
521.0,100.07
520.0,100.07
519.0,100.08
518.0,100.08
517.0,100.08
516.0,100.08
515.0,100.08
514.0,100.06
513.0,100.08
512.0,100.09
511.0,100.10
510.0,100.08
509.0,100.06
508.0,100.06
507.0,100.06
506.0,100.07
505.0,100.07
504.0,100.08
503.0,100.08
502.0,100.07
501.0,100.07
500.0,100.07
499.0,100.08
498.0,100.08
497.0,100.07
496.0,100.07
495.0,100.07
494.0,100.09
493.0,100.06
492.0,100.06
491.0,100.08
490.0,100.05
489.0,100.06
488.0,100.07
487.0,100.08
486.0,100.09
485.0,100.07
484.0,100.09
483.0,100.06
482.0,100.05
481.0,100.06
480.0,100.07
479.0,100.09
478.0,100.07
477.0,100.07
476.0,100.05
475.0,100.06
474.0,100.06
473.0,100.06
472.0,100.04
471.0,100.06
470.0,100.07
469.0,100.07
468.0,100.06
467.0,100.07
466.0,100.06
465.0,100.06
464.0,100.07
463.0,100.07
462.0,100.08
461.0,100.09
460.0,100.08
459.0,100.08
458.0,100.06
457.0,100.05
456.0,100.08
455.0,100.06
454.0,100.08
453.0,100.05
452.0,100.07
451.0,100.07
450.0,100.08
449.0,100.07
448.0,100.09
447.0,100.07
446.0,100.09
445.0,100.09
444.0,100.10
443.0,100.06
442.0,100.05
441.0,100.07
440.0,100.12
439.0,100.07
438.0,100.07
437.0,100.08
436.0,100.08
435.0,100.09
434.0,100.05
433.0,100.03
432.0,100.04
431.0,100.05
430.0,100.08
429.0,100.05
428.0,100.06
427.0,100.07
426.0,100.06
425.0,100.08
424.0,100.07
423.0,100.06
422.0,100.05
421.0,100.07
420.0,100.05
419.0,100.05
418.0,100.07
417.0,100.06
416.0,100.05
415.0,100.05
414.0,100.04
413.0,100.05
412.0,100.08
411.0,100.08
410.0,100.08
409.0,100.06
408.0,100.06
407.0,100.06
406.0,100.04
405.0,100.04
404.0,100.06
403.0,100.07
402.0,100.04
401.0,100.03
400.0,100.08
399.0,100.06
398.0,100.06
397.0,100.07
396.0,100.06
395.0,100.06
394.0,100.06
393.0,100.07
392.0,100.05
391.0,100.07
390.0,100.08
389.0,100.06
388.0,100.07
387.0,100.05
386.0,100.05
385.0,100.08
384.0,100.07
383.0,100.04
382.0,100.03
381.0,100.02
380.0,100.04
379.0,100.05
378.0,100.04
377.0,100.02
376.0,99.99
375.0,100.03
374.0,100.10
373.0,100.07
372.0,100.04
371.0,100.06
370.0,100.05
369.0,100.07
368.0,100.07
367.0,100.05
366.0,100.02
365.0,100.05
364.0,100.09
363.0,100.11
362.0,100.07
361.0,100.02
360.0,100.04
359.0,100.05
358.0,100.04
357.0,100.08
356.0,100.07
355.0,100.04
354.0,100.01
353.0,100.01
352.0,100.04
351.0,100.03
350.0,100.01
349.0,100.02
348.0,100.05
347.0,100.11
346.0,100.11
345.0,100.04
344.0,100.00
343.0,100.00
342.0,100.04
341.0,100.05
340.0,100.03
339.0,100.03
338.0,100.04
337.0,100.05
336.0,100.10
335.0,100.10
334.0,100.07
333.0,100.07
332.0,100.07
331.0,100.03
330.0,100.04
329.0,100.06
328.0,100.04
327.0,100.07
326.0,100.03
325.0,100.02
324.0,100.01
323.0,100.02
322.0,100.04
321.0,100.01
320.0,100.00
319.0,100.00
318.0,100.01
317.0,100.02
316.0,100.01
315.0,99.99
314.0,100.00
313.0,100.02
312.0,100.04
311.0,99.97
310.0,99.98
309.0,100.01
308.0,100.03
307.0,100.03
306.0,100.03
305.0,100.01
304.0,99.98
303.0,100.01
302.0,100.01
301.0,100.00
300.0,99.97
299.0,99.97
298.0,100.00
297.0,100.01
296.0,99.99
295.0,100.00
294.0,100.00
293.0,99.98
292.0,99.97
291.0,99.93
290.0,99.98
289.0,99.98
288.0,99.96
287.0,99.95
286.0,99.95
285.0,100.00
284.0,99.99
283.0,99.98
282.0,99.97
281.0,99.98
280.0,99.96
279.0,99.97
278.0,99.96
277.0,99.96
276.0,99.95
275.0,99.92
274.0,99.95
273.0,99.94
272.0,99.94
271.0,99.92
270.0,99.91
269.0,99.93
268.0,99.95
267.0,99.94
266.0,99.93
265.0,99.92
264.0,99.93
263.0,99.91
262.0,99.93
261.0,99.96
260.0,99.93
259.0,99.92
258.0,99.93
257.0,99.90
256.0,99.91
255.0,99.93
254.0,99.89
253.0,99.90
252.0,99.89
251.0,99.88
250.0,99.90
249.0,99.90
248.0,99.92
247.0,99.87
246.0,99.91
245.0,99.91
244.0,99.88
243.0,99.90
242.0,99.88
241.0,99.86
240.0,99.84
239.0,99.87
238.0,99.86
237.0,99.82
236.0,99.88
235.0,99.85
234.0,99.83
233.0,99.84
232.0,99.86
231.0,99.83
230.0,99.82
229.0,99.83
228.0,99.82
227.0,99.84
226.0,99.81
225.0,99.77
224.0,99.77
223.0,99.80
222.0,99.80
221.0,99.77
220.0,99.78
219.0,99.77
218.0,99.73
217.0,99.73
216.0,99.74
215.0,99.71
214.0,99.71
213.0,99.71
212.0,99.73
211.0,99.72
210.0,99.68
209.0,99.64
208.0,99.62
207.0,99.68
206.0,99.63
205.0,99.60
204.0,99.60
203.0,99.58
202.0,99.59
201.0,99.52
200.0,99.56
199.0,99.54
198.0,99.49
197.0,99.42
196.0,99.39
195.0,99.30
194.0,99.15
193.0,99.08
192.0,98.92
191.0,98.72
190.0,98.27
